specimenID,population,stage,sex,morph,morph_sex,tissue,cohort,seeds,food_regime,plate,row,strip,well,rna_conc_ngul,A260_280,core_sample_number,kallisto_name,seq_date,read_filename,degraded,note,girth,wingCS,wingPC1,wingPC2,wingPC3,wingPC4,txCS,txPC1,wingpadCS,wingpadPC1,wingpadPC2,wingpadPC3,wingpadPC4
FC439_n01_ab,KL15,L5,m,NA,NA,abdomen,53,38,low,4,E,6,E6,256,2.14,DAJHX54,DAJHX54_UMI_S49,200701,200701/DAJHX54_UMI_S49_L001_R1_001.fastq.gz,FALSE,,3.28914251,NA,NA,NA,NA,NA,2.93660702,0.0116646,3.41448978,-0.0121998,-0.0145495,-0.0565374,0.04334726
FC439_n07_dt,KL15,adult,f,SW,SWf,thorax,53,38,low,4,E,7,E7,197.2,2.24,DAJHX55,DAJHX55_UMI_S235,200611,200611/DAJHX55_UMI_S235_L008_R1_001.fastq.gz,FALSE,,4.58701607,9.83983932,0.13174146,-0.0308142,-0.0034727,-0.0131181,4.34706267,-0.0039668,NA,NA,NA,NA,NA
FC439_n07_dt,KL15,adult,f,SW,SWf,thorax,53,38,low,4,E,7,E7,197.2,2.24,DAJHX55,DAJHX55_UMI_S50,200701,200701/DAJHX55_UMI_S50_L001_R1_001.fastq.gz,FALSE,,4.58701607,9.83983932,0.13174146,-0.0308142,-0.0034727,-0.0131181,4.34706267,-0.0039668,NA,NA,NA,NA,NA
FC439_n07_ov,KL15,adult,f,SW,SWf,gonad,53,38,low,4,E,8,E8,150.2,2.24,DAJHX56,DAJHX56_UMI_S236,200611,200611/DAJHX56_UMI_S236_L008_R1_001.fastq.gz,FALSE,,4.58701607,9.83983932,0.13174146,-0.0308142,-0.0034727,-0.0131181,4.34706267,-0.0039668,NA,NA,NA,NA,NA
FC439_n07_ov,KL15,adult,f,SW,SWf,gonad,53,38,low,4,E,8,E8,150.2,2.24,DAJHX56,DAJHX56_UMI_S51,200701,200701/DAJHX56_UMI_S51_L001_R1_001.fastq.gz,FALSE,,4.58701607,9.83983932,0.13174146,-0.0308142,-0.0034727,-0.0131181,4.34706267,-0.0039668,NA,NA,NA,NA,NA
FC439_n08_dt,KL15,adult,f,SW,SWf,thorax,53,38,low,4,E,9,E9,316.7,2.21,DAJHX57,DAJHX57_UMI_S237,200611,200611/DAJHX57_UMI_S237_L008_R1_001.fastq.gz,FALSE,,4.75852887,8.81803338,0.19657841,-0.0230269,-0.0699613,0.00760637,4.31344818,0.02725427,NA,NA,NA,NA,NA
FC439_n08_dt,KL15,adult,f,SW,SWf,thorax,53,38,low,4,E,9,E9,316.7,2.21,DAJHX57,DAJHX57_UMI_S52,200701,200701/DAJHX57_UMI_S52_L001_R1_001.fastq.gz,FALSE,,4.75852887,8.81803338,0.19657841,-0.0230269,-0.0699613,0.00760637,4.31344818,0.02725427,NA,NA,NA,NA,NA
FC439_n08_ov,KL15,adult,f,SW,SWf,gonad,53,38,low,4,E,10,E10,70.9,2.25,DAJHX58,DAJHX58_UMI_S238,200611,200611/DAJHX58_UMI_S238_L008_R1_001.fastq.gz,FALSE,,4.75852887,8.81803338,0.19657841,-0.0230269,-0.0699613,0.00760637,4.31344818,0.02725427,NA,NA,NA,NA,NA
FC439_n08_ov,KL15,adult,f,SW,SWf,gonad,53,38,low,4,E,10,E10,70.9,2.25,DAJHX58,DAJHX58_UMI_S53,200701,200701/DAJHX58_UMI_S53_L001_R1_001.fastq.gz,FALSE,,4.75852887,8.81803338,0.19657841,-0.0230269,-0.0699613,0.00760637,4.31344818,0.02725427,NA,NA,NA,NA,NA
FC442_n28_dt,FR15,adult,f,LW,LWf,thorax,82,96,high,4,E,11,E11,115.6,2.2,DAJHX59,DAJHX59_UMI_S239,200611,200611/DAJHX59_UMI_S239_L008_R1_001.fastq.gz,FALSE,,4.38223008,13.728578,-0.1558028,0.00225494,-0.0184425,0.00675224,4.25238003,0.01406829,NA,NA,NA,NA,NA
FC442_n28_dt,FR15,adult,f,LW,LWf,thorax,82,96,high,4,E,11,E11,115.6,2.2,DAJHX59,DAJHX59_UMI_S54,200701,200701/DAJHX59_UMI_S54_L001_R1_001.fastq.gz,FALSE,,4.38223008,13.728578,-0.1558028,0.00225494,-0.0184425,0.00675224,4.25238003,0.01406829,NA,NA,NA,NA,NA
FC405_n09_te,PK15,adult,m,LW,LWm,gonad,16,32,high,4,A,6,A6,362.2,2.28,DAJHX6,DAJHX6_UMI_S191,200611,200611/DAJHX6_UMI_S191_L008_R1_001.fastq.gz,TRUE,,NA,11.1812842,-0.1509866,0.00936051,-0.0156247,-0.0203149,3.46931582,-0.013696,NA,NA,NA,NA,NA
FC405_n09_te,PK15,adult,m,LW,LWm,gonad,16,32,high,4,A,6,A6,362.2,2.28,DAJHX6,DAJHX6_UMI_S6,200701,200701/DAJHX6_UMI_S6_L001_R1_001.fastq.gz,TRUE,,NA,11.1812842,-0.1509866,0.00936051,-0.0156247,-0.0203149,3.46931582,-0.013696,NA,NA,NA,NA,NA
FC442_n28_ov,FR15,adult,f,LW,LWf,gonad,82,96,high,4,E,12,E12,41,2.14,DAJHX60,DAJHX60_UMI_S240,200611,200611/DAJHX60_UMI_S240_L008_R1_001.fastq.gz,FALSE,,4.38223008,13.728578,-0.1558028,0.00225494,-0.0184425,0.00675224,4.25238003,0.01406829,NA,NA,NA,NA,NA
FC442_n28_ov,FR15,adult,f,LW,LWf,gonad,82,96,high,4,E,12,E12,41,2.14,DAJHX60,DAJHX60_UMI_S55,200701,200701/DAJHX60_UMI_S55_L001_R1_001.fastq.gz,FALSE,,4.38223008,13.728578,-0.1558028,0.00225494,-0.0184425,0.00675224,4.25238003,0.01406829,NA,NA,NA,NA,NA
FC443_n10_dt,AC15,adult,f,LW,LWf,thorax,16,20,high,4,F,1,F1,203.6,2.16,DAJHX61,DAJHX61_UMI_S241,200611,200611/DAJHX61_UMI_S241_L008_R1_001.fastq.gz,FALSE,,3.79404197,12.4591319,-0.1388727,0.00296232,-0.0038922,0.00916695,3.89519781,-0.0047718,NA,NA,NA,NA,NA
FC443_n10_dt,AC15,adult,f,LW,LWf,thorax,16,20,high,4,F,1,F1,203.6,2.16,DAJHX61,DAJHX61_UMI_S56,200701,200701/DAJHX61_UMI_S56_L001_R1_001.fastq.gz,FALSE,,3.79404197,12.4591319,-0.1388727,0.00296232,-0.0038922,0.00916695,3.89519781,-0.0047718,NA,NA,NA,NA,NA
FC443_n10_te,AC15,adult,m,LW,LWm,gonad,16,20,high,4,F,2,F2,83,2.23,DAJHX62,DAJHX62_UMI_S242,200611,200611/DAJHX62_UMI_S242_L008_R1_001.fastq.gz,FALSE,wing length and shape are both borderline,3.79404197,12.4591319,-0.1388727,0.00296232,-0.0038922,0.00916695,3.89519781,-0.0047718,NA,NA,NA,NA,NA
FC443_n10_te,AC15,adult,m,LW,LWm,gonad,16,20,high,4,F,2,F2,83,2.23,DAJHX62,DAJHX62_UMI_S57,200701,200701/DAJHX62_UMI_S57_L001_R1_001.fastq.gz,FALSE,wing length and shape are both borderline,3.79404197,12.4591319,-0.1388727,0.00296232,-0.0038922,0.00916695,3.89519781,-0.0047718,NA,NA,NA,NA,NA
FC445_n21_dt,AC15,adult,f,LW,LWf,thorax,51,60,high,4,F,3,F3,729.2,2.21,DAJHX63,DAJHX63_UMI_S243,200611,200611/DAJHX63_UMI_S243_L008_R1_001.fastq.gz,FALSE,,4.37863395,11.6499532,-0.0622135,-0.0127827,-0.0015877,0.00405351,4.04474617,0.02553885,NA,NA,NA,NA,NA
FC445_n21_dt,AC15,adult,f,LW,LWf,thorax,51,60,high,4,F,3,F3,729.2,2.21,DAJHX63,DAJHX63_UMI_S58,200701,200701/DAJHX63_UMI_S58_L001_R1_001.fastq.gz,FALSE,,4.37863395,11.6499532,-0.0622135,-0.0127827,-0.0015877,0.00405351,4.04474617,0.02553885,NA,NA,NA,NA,NA
FC445_n21_ov,AC15,adult,f,LW,LWf,gonad,51,60,high,4,F,4,F4,553.2,2.19,DAJHX64,DAJHX64_UMI_S244,200611,200611/DAJHX64_UMI_S244_L008_R1_001.fastq.gz,FALSE,,4.37863395,11.6499532,-0.0622135,-0.0127827,-0.0015877,0.00405351,4.04474617,0.02553885,NA,NA,NA,NA,NA
FC445_n21_ov,AC15,adult,f,LW,LWf,gonad,51,60,high,4,F,4,F4,553.2,2.19,DAJHX64,DAJHX64_UMI_S59,200701,200701/DAJHX64_UMI_S59_L001_R1_001.fastq.gz,FALSE,,4.37863395,11.6499532,-0.0622135,-0.0127827,-0.0015877,0.00405351,4.04474617,0.02553885,NA,NA,NA,NA,NA
FC450_n01_dt,KL15,L5,f,NA,NA,thorax,22,10,low,4,F,5,F5,793.9,2.17,DAJHX65,DAJHX65_UMI_S245,200611,200611/DAJHX65_UMI_S245_L008_R1_001.fastq.gz,FALSE,,3.72053286,NA,NA,NA,NA,NA,3.28546744,-0.0021218,3.86671025,-0.011897,-5.50E-05,-0.0417605,0.01540095
FC450_n01_dt,KL15,L5,f,NA,NA,thorax,22,10,low,4,F,5,F5,793.9,2.17,DAJHX65,DAJHX65_UMI_S60,200701,200701/DAJHX65_UMI_S60_L001_R1_001.fastq.gz,FALSE,,3.72053286,NA,NA,NA,NA,NA,3.28546744,-0.0021218,3.86671025,-0.011897,-5.50E-05,-0.0417605,0.01540095
FC450_n01_ab,KL15,L5,f,NA,NA,abdomen,22,10,low,4,F,6,F6,372.7,21.4,DAJHX66,DAJHX66_UMI_S246,200611,200611/DAJHX66_UMI_S246_L008_R1_001.fastq.gz,FALSE,,3.72053286,NA,NA,NA,NA,NA,3.28546744,-0.0021218,3.86671025,-0.011897,-5.50E-05,-0.0417605,0.01540095
FC450_n01_ab,KL15,L5,f,NA,NA,abdomen,22,10,low,4,F,6,F6,372.7,21.4,DAJHX66,DAJHX66_UMI_S61,200701,200701/DAJHX66_UMI_S61_L001_R1_001.fastq.gz,FALSE,,3.72053286,NA,NA,NA,NA,NA,3.28546744,-0.0021218,3.86671025,-0.011897,-5.50E-05,-0.0417605,0.01540095
FC451_n12_dt,AC15,adult,m,LW,LWm,thorax,29,15,low,4,F,7,F7,634.9,2.21,DAJHX67,DAJHX67_UMI_S247,200611,200611/DAJHX67_UMI_S247_L008_R1_001.fastq.gz,FALSE,LW shape but short wing length,3.44080682,10.0479582,-0.0902022,-0.0296798,0.02854643,-0.0146179,3.42450196,0.01338199,NA,NA,NA,NA,NA
FC451_n12_dt,AC15,adult,m,LW,LWm,thorax,29,15,low,4,F,7,F7,634.9,2.21,DAJHX67,DAJHX67_UMI_S62,200701,200701/DAJHX67_UMI_S62_L001_R1_001.fastq.gz,FALSE,LW shape but short wing length,3.44080682,10.0479582,-0.0902022,-0.0296798,0.02854643,-0.0146179,3.42450196,0.01338199,NA,NA,NA,NA,NA
FC451_n12_te,AC15,adult,m,LW,LWm,gonad,29,15,low,4,F,8,F8,454.6,2.14,DAJHX68,DAJHX68_UMI_S248,200611,200611/DAJHX68_UMI_S248_L008_R1_001.fastq.gz,FALSE,,3.44080682,10.0479582,-0.0902022,-0.0296798,0.02854643,-0.0146179,3.42450196,0.01338199,NA,NA,NA,NA,NA
FC451_n12_te,AC15,adult,m,LW,LWm,gonad,29,15,low,4,F,8,F8,454.6,2.14,DAJHX68,DAJHX68_UMI_S63,200701,200701/DAJHX68_UMI_S63_L001_R1_001.fastq.gz,FALSE,,3.44080682,10.0479582,-0.0902022,-0.0296798,0.02854643,-0.0146179,3.42450196,0.01338199,NA,NA,NA,NA,NA
FC451_n14_dt,AC15,adult,m,LW,LWm,thorax,29,15,low,4,F,9,F9,343.4,2.19,DAJHX69,DAJHX69_UMI_S249,200611,200611/DAJHX69_UMI_S249_L008_R1_001.fastq.gz,FALSE,,3.72161246,11.0958108,-0.1266602,0.00315719,-0.0077458,0.01251208,3.73433709,-0.0454663,NA,NA,NA,NA,NA
FC451_n14_dt,AC15,adult,m,LW,LWm,thorax,29,15,low,4,F,9,F9,343.4,2.19,DAJHX69,DAJHX69_UMI_S64,200701,200701/DAJHX69_UMI_S64_L001_R1_001.fastq.gz,FALSE,,3.72161246,11.0958108,-0.1266602,0.00315719,-0.0077458,0.01251208,3.73433709,-0.0454663,NA,NA,NA,NA,NA
FC406_n01_dt,PK15,L5,f,NA,NA,thorax,25,40,high,4,A,7,A7,241.5,2.38,DAJHX7,DAJHX7_UMI_S192,200611,200611/DAJHX7_UMI_S192_L008_R1_001.fastq.gz,FALSE,,3.80565876,NA,NA,NA,NA,NA,3.20885162,-0.0022147,3.78815751,0.0159137,-0.0538582,0.00701098,0.0515737
FC406_n01_dt,PK15,L5,f,NA,NA,thorax,25,40,high,4,A,7,A7,241.5,2.38,DAJHX7,DAJHX7_UMI_S7,200701,200701/DAJHX7_UMI_S7_L001_R1_001.fastq.gz,FALSE,,3.80565876,NA,NA,NA,NA,NA,3.20885162,-0.0022147,3.78815751,0.0159137,-0.0538582,0.00701098,0.0515737
FC451_n14_te,AC15,adult,m,LW,LWm,gonad,29,15,low,4,F,10,F10,405.3,2.18,DAJHX70,DAJHX70_UMI_S250,200611,200611/DAJHX70_UMI_S250_L008_R1_001.fastq.gz,TRUE,,3.72161246,11.0958108,-0.1266602,0.00315719,-0.0077458,0.01251208,3.73433709,-0.0454663,NA,NA,NA,NA,NA
FC451_n14_te,AC15,adult,m,LW,LWm,gonad,29,15,low,4,F,10,F10,405.3,2.18,DAJHX70,DAJHX70_UMI_S65,200701,200701/DAJHX70_UMI_S65_L001_R1_001.fastq.gz,TRUE,,3.72161246,11.0958108,-0.1266602,0.00315719,-0.0077458,0.01251208,3.73433709,-0.0454663,NA,NA,NA,NA,NA
FC453_n15_dt,AC15,adult,f,LW,LWf,thorax,45,60,high,4,F,11,F11,245.6,2.17,DAJHX71,DAJHX71_UMI_S251,200611,200611/DAJHX71_UMI_S251_L008_R1_001.fastq.gz,FALSE,,4.26560378,13.2241789,-0.1204283,0.00906468,-0.003574,0.02177587,4.13163931,0.03533639,NA,NA,NA,NA,NA
FC453_n15_dt,AC15,adult,f,LW,LWf,thorax,45,60,high,4,F,11,F11,245.6,2.17,DAJHX71,DAJHX71_UMI_S66,200701,200701/DAJHX71_UMI_S66_L001_R1_001.fastq.gz,FALSE,,4.26560378,13.2241789,-0.1204283,0.00906468,-0.003574,0.02177587,4.13163931,0.03533639,NA,NA,NA,NA,NA
FC453_n15_ov,AC15,adult,f,LW,LWf,gonad,45,60,high,4,F,12,F12,113,2.2,DAJHX72,DAJHX72_UMI_S252,200611,200611/DAJHX72_UMI_S252_L008_R1_001.fastq.gz,FALSE,,4.26560378,13.2241789,-0.1204283,0.00906468,-0.003574,0.02177587,4.13163931,0.03533639,NA,NA,NA,NA,NA
FC453_n15_ov,AC15,adult,f,LW,LWf,gonad,45,60,high,4,F,12,F12,113,2.2,DAJHX72,DAJHX72_UMI_S67,200701,200701/DAJHX72_UMI_S67_L001_R1_001.fastq.gz,FALSE,,4.26560378,13.2241789,-0.1204283,0.00906468,-0.003574,0.02177587,4.13163931,0.03533639,NA,NA,NA,NA,NA
FC454_n01_dt,FR15,L5,f,NA,NA,thorax,66,33,low,4,G,1,G1,51.9,2.2,DAJHX73,DAJHX73_UMI_S253,200611,200611/DAJHX73_UMI_S253_L008_R1_001.fastq.gz,FALSE,,3.99701486,NA,NA,NA,NA,NA,3.17547516,-0.0046276,4.15185258,-0.003013,-0.0143412,-0.0354949,0.01642859
FC454_n01_dt,FR15,L5,f,NA,NA,thorax,66,33,low,4,G,1,G1,51.9,2.2,DAJHX73,DAJHX73_UMI_S68,200701,200701/DAJHX73_UMI_S68_L001_R1_001.fastq.gz,FALSE,,3.99701486,NA,NA,NA,NA,NA,3.17547516,-0.0046276,4.15185258,-0.003013,-0.0143412,-0.0354949,0.01642859
FC454_n01_ab,FR15,L5,f,NA,NA,abdomen,66,33,low,4,G,2,G2,141.6,2.17,DAJHX74,DAJHX74_UMI_S254,200611,200611/DAJHX74_UMI_S254_L008_R1_001.fastq.gz,FALSE,,3.99701486,NA,NA,NA,NA,NA,3.17547516,-0.0046276,4.15185258,-0.003013,-0.0143412,-0.0354949,0.01642859
FC454_n01_ab,FR15,L5,f,NA,NA,abdomen,66,33,low,4,G,2,G2,141.6,2.17,DAJHX74,DAJHX74_UMI_S69,200701,200701/DAJHX74_UMI_S69_L001_R1_001.fastq.gz,FALSE,,3.99701486,NA,NA,NA,NA,NA,3.17547516,-0.0046276,4.15185258,-0.003013,-0.0143412,-0.0354949,0.01642859
FC454_n02_dt,FR15,L5,f,NA,NA,thorax,66,33,low,4,G,3,G3,170.2,2.16,DAJHX75,DAJHX75_UMI_S255,200611,200611/DAJHX75_UMI_S255_L008_R1_001.fastq.gz,FALSE,,3.74353976,NA,NA,NA,NA,NA,3.19263619,0.00633417,4.04742715,-0.0157999,0.04789947,-0.0088204,-0.0014317
FC454_n02_dt,FR15,L5,f,NA,NA,thorax,66,33,low,4,G,3,G3,170.2,2.16,DAJHX75,DAJHX75_UMI_S70,200701,200701/DAJHX75_UMI_S70_L001_R1_001.fastq.gz,FALSE,,3.74353976,NA,NA,NA,NA,NA,3.19263619,0.00633417,4.04742715,-0.0157999,0.04789947,-0.0088204,-0.0014317
FC454_n02_ab,FR15,L5,f,NA,NA,abdomen,66,33,low,4,G,4,G4,60.1,2.25,DAJHX76,DAJHX76_UMI_S256,200611,200611/DAJHX76_UMI_S256_L008_R1_001.fastq.gz,FALSE,,3.74353976,NA,NA,NA,NA,NA,3.19263619,0.00633417,4.04742715,-0.0157999,0.04789947,-0.0088204,-0.0014317
FC454_n02_ab,FR15,L5,f,NA,NA,abdomen,66,33,low,4,G,4,G4,60.1,2.25,DAJHX76,DAJHX76_UMI_S71,200701,200701/DAJHX76_UMI_S71_L001_R1_001.fastq.gz,FALSE,,3.74353976,NA,NA,NA,NA,NA,3.19263619,0.00633417,4.04742715,-0.0157999,0.04789947,-0.0088204,-0.0014317
FC454_n03_dt,FR15,L5,m,NA,NA,thorax,66,33,low,4,G,5,G5,411.3,2.19,DAJHX77,DAJHX77_UMI_S257,200611,200611/DAJHX77_UMI_S257_L008_R1_001.fastq.gz,FALSE,,3.24290137,NA,NA,NA,NA,NA,2.7928518,-0.0187613,3.5176481,-0.0356748,-0.0500784,-0.022712,0.02563205
FC454_n03_dt,FR15,L5,m,NA,NA,thorax,66,33,low,4,G,5,G5,411.3,2.19,DAJHX77,DAJHX77_UMI_S72,200701,200701/DAJHX77_UMI_S72_L001_R1_001.fastq.gz,FALSE,,3.24290137,NA,NA,NA,NA,NA,2.7928518,-0.0187613,3.5176481,-0.0356748,-0.0500784,-0.022712,0.02563205
FC454_n03_ab,FR15,L5,m,NA,NA,abdomen,66,33,low,4,G,6,G6,271.7,2.17,DAJHX78,DAJHX78_UMI_S258,200611,200611/DAJHX78_UMI_S258_L008_R1_001.fastq.gz,FALSE,,3.24290137,NA,NA,NA,NA,NA,2.7928518,-0.0187613,3.5176481,-0.0356748,-0.0500784,-0.022712,0.02563205
FC454_n03_ab,FR15,L5,m,NA,NA,abdomen,66,33,low,4,G,6,G6,271.7,2.17,DAJHX78,DAJHX78_UMI_S73,200701,200701/DAJHX78_UMI_S73_L001_R1_001.fastq.gz,FALSE,,3.24290137,NA,NA,NA,NA,NA,2.7928518,-0.0187613,3.5176481,-0.0356748,-0.0500784,-0.022712,0.02563205
FC454_n04_dt,FR15,L5,m,NA,NA,thorax,66,33,low,4,G,7,G7,567.8,2.17,DAJHX79,DAJHX79_UMI_S259,200611,200611/DAJHX79_UMI_S259_L008_R1_001.fastq.gz,FALSE,,3.13705632,NA,NA,NA,NA,NA,2.7920864,0.00684808,3.55217625,-0.0541695,-0.0177151,-0.018193,0.00582431
FC454_n04_dt,FR15,L5,m,NA,NA,thorax,66,33,low,4,G,7,G7,567.8,2.17,DAJHX79,DAJHX79_UMI_S74,200701,200701/DAJHX79_UMI_S74_L001_R1_001.fastq.gz,FALSE,,3.13705632,NA,NA,NA,NA,NA,2.7920864,0.00684808,3.55217625,-0.0541695,-0.0177151,-0.018193,0.00582431
FC406_n01_ab,PK15,L5,f,NA,NA,abdomen,25,40,high,4,A,8,A8,159.8,2.07,DAJHX8,DAJHX8_UMI_S193,200611,200611/DAJHX8_UMI_S193_L008_R1_001.fastq.gz,FALSE,,3.80565876,NA,NA,NA,NA,NA,3.20885162,-0.0022147,3.78815751,0.0159137,-0.0538582,0.00701098,0.0515737
FC406_n01_ab,PK15,L5,f,NA,NA,abdomen,25,40,high,4,A,8,A8,159.8,2.07,DAJHX8,DAJHX8_UMI_S8,200701,200701/DAJHX8_UMI_S8_L001_R1_001.fastq.gz,FALSE,,3.80565876,NA,NA,NA,NA,NA,3.20885162,-0.0022147,3.78815751,0.0159137,-0.0538582,0.00701098,0.0515737
FC454_n04_ab,FR15,L5,m,NA,NA,abdomen,66,33,low,4,G,8,G8,139.8,2.18,DAJHX80,DAJHX80_UMI_S260,200611,200611/DAJHX80_UMI_S260_L008_R1_001.fastq.gz,FALSE,,3.13705632,NA,NA,NA,NA,NA,2.7920864,0.00684808,3.55217625,-0.0541695,-0.0177151,-0.018193,0.00582431
FC454_n04_ab,FR15,L5,m,NA,NA,abdomen,66,33,low,4,G,8,G8,139.8,2.18,DAJHX80,DAJHX80_UMI_S75,200701,200701/DAJHX80_UMI_S75_L001_R1_001.fastq.gz,FALSE,,3.13705632,NA,NA,NA,NA,NA,2.7920864,0.00684808,3.55217625,-0.0541695,-0.0177151,-0.018193,0.00582431
FC456_n01_dt,AC15,L5,m,NA,NA,thorax,57,30,low,4,G,9,G9,143.8,2.2,DAJHX81,DAJHX81_UMI_S261,200611,200611/DAJHX81_UMI_S261_L008_R1_001.fastq.gz,FALSE,,3.08024513,NA,NA,NA,NA,NA,2.73723601,-0.0046713,3.45974494,0.03758428,0.03689965,0.00701199,-0.004287
FC456_n01_dt,AC15,L5,m,NA,NA,thorax,57,30,low,4,G,9,G9,143.8,2.2,DAJHX81,DAJHX81_UMI_S76,200701,200701/DAJHX81_UMI_S76_L001_R1_001.fastq.gz,FALSE,,3.08024513,NA,NA,NA,NA,NA,2.73723601,-0.0046713,3.45974494,0.03758428,0.03689965,0.00701199,-0.004287
FC456_n01_ab,AC15,L5,m,NA,NA,abdomen,57,30,low,4,G,10,G10,678.6,2.28,DAJHX82,DAJHX82_UMI_S262,200611,200611/DAJHX82_UMI_S262_L008_R1_001.fastq.gz,FALSE,,3.08024513,NA,NA,NA,NA,NA,2.73723601,-0.0046713,3.45974494,0.03758428,0.03689965,0.00701199,-0.004287
FC456_n01_ab,AC15,L5,m,NA,NA,abdomen,57,30,low,4,G,10,G10,678.6,2.28,DAJHX82,DAJHX82_UMI_S77,200701,200701/DAJHX82_UMI_S77_L001_R1_001.fastq.gz,FALSE,,3.08024513,NA,NA,NA,NA,NA,2.73723601,-0.0046713,3.45974494,0.03758428,0.03689965,0.00701199,-0.004287
FC460_n01_dt,PK15,adult,m,LW,LWm,thorax,17,32,high,4,G,11,G11,1097.8,2.19,DAJHX83,DAJHX83_UMI_S263,200611,200611/DAJHX83_UMI_S263_L008_R1_001.fastq.gz,FALSE,,3.97231322,12.567851,-0.1546355,0.02986819,0.04346161,0.00204482,4.21582661,-0.0042806,NA,NA,NA,NA,NA
FC460_n01_dt,PK15,adult,m,LW,LWm,thorax,17,32,high,4,G,11,G11,1097.8,2.19,DAJHX83,DAJHX83_UMI_S78,200701,200701/DAJHX83_UMI_S78_L001_R1_001.fastq.gz,FALSE,,3.97231322,12.567851,-0.1546355,0.02986819,0.04346161,0.00204482,4.21582661,-0.0042806,NA,NA,NA,NA,NA
FC460_n01_te,PK15,adult,m,LW,LWm,gonad,17,32,high,4,G,12,G12,NA,NA,DAJHX84,DAJHX84_UMI_S264,200611,200611/DAJHX84_UMI_S264_L008_R1_001.fastq.gz,TRUE,,3.97231322,12.567851,-0.1546355,0.02986819,0.04346161,0.00204482,4.21582661,-0.0042806,NA,NA,NA,NA,NA
FC460_n01_te,PK15,adult,m,LW,LWm,gonad,17,32,high,4,G,12,G12,NA,NA,DAJHX84,DAJHX84_UMI_S79,200701,200701/DAJHX84_UMI_S79_L001_R1_001.fastq.gz,TRUE,,3.97231322,12.567851,-0.1546355,0.02986819,0.04346161,0.00204482,4.21582661,-0.0042806,NA,NA,NA,NA,NA
FC473_n11_dt,AC15,adult,f,LW,LWf,thorax,34,10,low,4,H,1,H1,209.3,2.17,DAJHX85,DAJHX85_UMI_S265,200611,200611/DAJHX85_UMI_S265_L008_R1_001.fastq.gz,TRUE,,3.71387763,10.0646599,-0.0905293,0.00029457,0.01334132,0.00438426,3.39574545,0.0142969,NA,NA,NA,NA,NA
FC473_n11_dt,AC15,adult,f,LW,LWf,thorax,34,10,low,4,H,1,H1,209.3,2.17,DAJHX85,DAJHX85_UMI_S80,200701,200701/DAJHX85_UMI_S80_L001_R1_001.fastq.gz,TRUE,,3.71387763,10.0646599,-0.0905293,0.00029457,0.01334132,0.00438426,3.39574545,0.0142969,NA,NA,NA,NA,NA
FC477_n20_dt,AC15,adult,f,LW,LWf,thorax,45,20,low,4,H,3,H3,59.7,2.18,DAJHX87,DAJHX87_UMI_S266,200611,200611/DAJHX87_UMI_S266_L008_R1_001.fastq.gz,FALSE,,4.04458134,12.6879864,-0.1306072,-0.0008482,-0.0001919,0.00064162,4.07623187,0.01126469,NA,NA,NA,NA,NA
FC477_n20_dt,AC15,adult,f,LW,LWf,thorax,45,20,low,4,H,3,H3,59.7,2.18,DAJHX87,DAJHX87_UMI_S81,200701,200701/DAJHX87_UMI_S81_L001_R1_001.fastq.gz,FALSE,,4.04458134,12.6879864,-0.1306072,-0.0008482,-0.0001919,0.00064162,4.07623187,0.01126469,NA,NA,NA,NA,NA
FC477_n20_ov,AC15,adult,f,LW,LWf,gonad,45,20,low,4,H,4,H4,596.5,2.19,DAJHX88,DAJHX88_UMI_S267,200611,200611/DAJHX88_UMI_S267_L008_R1_001.fastq.gz,TRUE,,4.04458134,12.6879864,-0.1306072,-0.0008482,-0.0001919,0.00064162,4.07623187,0.01126469,NA,NA,NA,NA,NA
FC477_n20_ov,AC15,adult,f,LW,LWf,gonad,45,20,low,4,H,4,H4,596.5,2.19,DAJHX88,DAJHX88_UMI_S82,200701,200701/DAJHX88_UMI_S82_L001_R1_001.fastq.gz,TRUE,,4.04458134,12.6879864,-0.1306072,-0.0008482,-0.0001919,0.00064162,4.07623187,0.01126469,NA,NA,NA,NA,NA
FC478_n21_dt,AC15,adult,m,LW,LWm,thorax,45,18,low,4,H,5,H5,78.7,3.5,DAJHX89,DAJHX89_UMI_S268,200611,200611/DAJHX89_UMI_S268_L008_R1_001.fastq.gz,FALSE,,NA,11.7945529,-0.1462615,-0.0071974,0.01012614,-0.0018972,3.6705327,-0.0077168,NA,NA,NA,NA,NA
FC478_n21_dt,AC15,adult,m,LW,LWm,thorax,45,18,low,4,H,5,H5,78.7,3.5,DAJHX89,DAJHX89_UMI_S83,200701,200701/DAJHX89_UMI_S83_L001_R1_001.fastq.gz,FALSE,,NA,11.7945529,-0.1462615,-0.0071974,0.01012614,-0.0018972,3.6705327,-0.0077168,NA,NA,NA,NA,NA
FC406_n04_dt,PK15,adult,f,SW,SWf,thorax,25,40,high,4,A,9,A9,130.7,2.15,DAJHX9,DAJHX9_UMI_S194,200611,200611/DAJHX9_UMI_S194_L008_R1_001.fastq.gz,FALSE,,4.52642768,8.43979781,0.20528866,-0.0002794,-0.0030802,0.03558138,4.12263878,0.05720735,NA,NA,NA,NA,NA
