specimenID,population,stage,sex,morph,morph_sex,tissue,cohort,seeds,food_regime,plate,row,strip,well,rna_conc_ngul,A260_280,core_sample_number,kallisto_name,seq_date,read_filename,degraded,note,girth,wingCS,wingPC1,wingPC2,wingPC3,wingPC4,txCS,txPC1,wingpadCS,wingpadPC1,wingpadPC2,wingpadPC3,wingpadPC4
FC399_n05_ab,KL15,L5,f,NA,NA,abdomen,14,14,low,3,B,8,B8,146.5,2.19,FC399_05_ab_UMI_S59,FC399_05_ab_UMI_S59,190917,190917/FC399_05_ab_UMI_S59_L001_R1_001.fastq.gz,,Sex is ambigous in picture,3.80055973,NA,NA,NA,NA,NA,3.2395962,0.03517265,4.12608581,-0.097263,-0.0451275,0.00422282,-0.0132961
FC399_n05_dt,KL15,L5,f,NA,NA,thorax,14,14,low,3,B,7,B7,135.2,2.19,FC399_05_dt_UMI_S51,FC399_05_dt_UMI_S51,190917,190917/FC399_05_dt_UMI_S51_L001_R1_001.fastq.gz,,Sex is ambigous in picture,3.80055973,NA,NA,NA,NA,NA,3.2395962,0.03517265,4.12608581,-0.097263,-0.0451275,0.00422282,-0.0132961
FC399_n15_dt,KL15,adult,f,LW,LWf,thorax,14,14,low,3,F,11,F11,822.7,2.21,FC399_15_dt_UMI_S85,FC399_15_dt_UMI_S85,190917,190917/FC399_15_dt_UMI_S85_L001_R1_001.fastq.gz,,LW shape but short wing length,5.07526328,13.2689436,-0.1205943,0.02361733,-0.0168971,0.0134219,4.46799516,-0.0118833,NA,NA,NA,NA,NA
FC399_n15_ov,KL15,adult,f,LW,LWf,gonad,14,14,low,3,F,12,F12,262.7,2.13,FC399_15_ov_UMI_S93,FC399_15_ov_UMI_S93,190917,190917/FC399_15_ov_UMI_S93_L001_R1_001.fastq.gz,,LW shape but short wing length,5.07526328,13.2689436,-0.1205943,0.02361733,-0.0168971,0.0134219,4.46799516,-0.0118833,NA,NA,NA,NA,NA
FC400_n03_dt,PK13,adult,f,LW,LWf,thorax,33,18,low,3,G,1,G1,152.2,2.15,FC400_03_dt_UMI_S7,FC400_03_dt_UMI_S7,190917,190917/FC400_03_dt_UMI_S7_L001_R1_001.fastq.gz,,,4.1779207,13.6112909,-0.1428306,0.00742175,-0.0342216,0.00398294,4.43690307,-0.0193119,NA,NA,NA,NA,NA
FC400_n03_ov,PK13,adult,f,LW,LWf,gonad,33,18,low,3,G,2,G2,36.4,1.88,FC400_03_ov_UMI_S15,FC400_03_ov_UMI_S15,190917,190917/FC400_03_ov_UMI_S15_L001_R1_001.fastq.gz,,,4.1779207,13.6112909,-0.1428306,0.00742175,-0.0342216,0.00398294,4.43690307,-0.0193119,NA,NA,NA,NA,NA
FC400_n05_dt,PK13,adult,m,SW,SWm,thorax,33,18,low,3,G,3,G3,30.8,2.03,FC400_05_dt_UMI_S23,FC400_05_dt_UMI_S23,190917,190917/FC400_05_dt_UMI_S23_L001_R1_001.fastq.gz,,,3.32860851,7.847616,0.13112965,-0.0443667,-0.020885,-0.0541264,3.52236475,-0.0103814,NA,NA,NA,NA,NA
FC400_n05_te,PK13,adult,m,SW,SWm,gonad,33,18,low,3,G,4,G4,23.3,2.13,FC400_05_te_UMI_S31,FC400_05_te_UMI_S31,190917,190917/FC400_05_te_UMI_S31_L001_R1_001.fastq.gz,,,3.32860851,7.847616,0.13112965,-0.0443667,-0.020885,-0.0541264,3.52236475,-0.0103814,NA,NA,NA,NA,NA
FC402_n01_ab,PK15,L5,f,NA,NA,abdomen,43,25,low,3,B,6,B6,682.9,2.23,FC402_01_ab_UMI_S43,FC402_01_ab_UMI_S43,190917,190917/FC402_01_ab_UMI_S43_L001_R1_001.fastq.gz,,,4.53141115,NA,NA,NA,NA,NA,3.67384757,-0.0037827,4.43705874,-0.1148331,0.01057842,-0.0110374,-0.0096063
FC402_n01_dt,PK15,L5,f,NA,NA,thorax,43,25,low,3,B,5,B5,717.9,2.22,FC402_01_dt_UMI_S35,FC402_01_dt_UMI_S35,190917,190917/FC402_01_dt_UMI_S35_L001_R1_001.fastq.gz,,,4.53141115,NA,NA,NA,NA,NA,3.67384757,-0.0037827,4.43705874,-0.1148331,0.01057842,-0.0110374,-0.0096063
FC402_n02_ab,PK15,L5,f,NA,NA,abdomen,43,25,low,3,B,4,B4,1125.1,2.16,FC402_02_ab_UMI_S27,FC402_02_ab_UMI_S27,190917,190917/FC402_02_ab_UMI_S27_L001_R1_001.fastq.gz,,,3.81282292,NA,NA,NA,NA,NA,3.42110722,-0.0268698,4.16393966,-0.0897772,0.06979818,-0.0089349,0.00628806
FC402_n02_dt,PK15,L5,f,NA,NA,thorax,43,25,low,3,B,3,B3,773.6,2.18,FC402_02_dt_UMI_S19,FC402_02_dt_UMI_S19,190917,190917/FC402_02_dt_UMI_S19_L001_R1_001.fastq.gz,,,3.81282292,NA,NA,NA,NA,NA,3.42110722,-0.0268698,4.16393966,-0.0897772,0.06979818,-0.0089349,0.00628806
FC402_n03_ab,PK15,L5,m,NA,NA,abdomen,43,25,low,3,B,2,B2,643.4,2.22,FC402_03_ab_UMI_S10,FC402_03_ab_UMI_S10,190917,190917/FC402_03_ab_UMI_S10_L001_R1_001.fastq.gz,,,3.791273,NA,NA,NA,NA,NA,3.17587593,0.02295759,3.95937155,-0.0835966,0.04152002,0.06372059,-0.0097994
FC402_n03_dt,PK15,L5,m,NA,NA,thorax,43,25,low,3,B,1,B1,672.7,2.18,FC402_03_dt_UMI_S2,FC402_03_dt_UMI_S2,190917,190917/FC402_03_dt_UMI_S2_L001_R1_001.fastq.gz,,,3.791273,NA,NA,NA,NA,NA,3.17587593,0.02295759,3.95937155,-0.0835966,0.04152002,0.06372059,-0.0097994
FC403_n04_dt,PK15,adult,f,SW,SWf,thorax,36,50,high,3,G,5,G5,262.9,2.14,FC403_04_dt_UMI_S39,FC403_04_dt_UMI_S39,190917,190917/FC403_04_dt_UMI_S39_L001_R1_001.fastq.gz,,,5.04735669,10.3121293,0.05109354,0.00036629,-0.0356842,-0.0216215,4.29711532,-0.0209652,NA,NA,NA,NA,NA
FC403_n04_ov,PK15,adult,f,SW,SWf,gonad,36,50,high,3,G,6,G6,159.7,2.14,FC403_04_ov_UMI_S47,FC403_04_ov_UMI_S47,190917,190917/FC403_04_ov_UMI_S47_L001_R1_001.fastq.gz,,,5.04735669,10.3121293,0.05109354,0.00036629,-0.0356842,-0.0216215,4.29711532,-0.0209652,NA,NA,NA,NA,NA
FC403_n22_dt,PK15,adult,f,LW,LWf,thorax,36,50,high,3,G,7,G7,313.5,2.16,FC403_22_dt_UMI_S55,FC403_22_dt_UMI_S55,190917,190917/FC403_22_dt_UMI_S55_L001_R1_001.fastq.gz,,,5.3204691,15.2477417,-0.1352478,0.00053448,0.00454659,-0.0067508,4.95846089,0.00808999,NA,NA,NA,NA,NA
FC403_n22_ov,PK15,adult,f,LW,LWf,gonad,36,50,high,3,G,8,G8,215.6,2.16,FC403_22_ov_UMI_S62,FC403_22_ov_UMI_S62,190917,190917/FC403_22_ov_UMI_S62_L001_R1_001.fastq.gz,,,5.3204691,15.2477417,-0.1352478,0.00053448,0.00454659,-0.0067508,4.95846089,0.00808999,NA,NA,NA,NA,NA
FC404_n01_ab,KL15,L5,f,NA,NA,abdomen,25,10,low,3,A,12,A12,970.3,2.22,FC404_01_ab_UMI_S88,FC404_01_ab_UMI_S88,190917,190917/FC404_01_ab_UMI_S88_L001_R1_001.fastq.gz,,,3.69256958,NA,NA,NA,NA,NA,3.24065983,-0.0205257,3.90160344,-0.0017105,0.056834,0.03384087,0.02883727
FC404_n01_dt,KL15,L5,f,NA,NA,thorax,25,10,low,3,A,11,A11,279,2.15,FC404_01_dt_UMI_S80,FC404_01_dt_UMI_S80,190917,190917/FC404_01_dt_UMI_S80_L001_R1_001.fastq.gz,,,3.69256958,NA,NA,NA,NA,NA,3.24065983,-0.0205257,3.90160344,-0.0017105,0.056834,0.03384087,0.02883727
FC405_n03_ab,PK15,L5,m,NA,NA,abdomen,16,32,high,3,A,10,A10,1012,2.24,FC405_03_ab_UMI_S72,FC405_03_ab_UMI_S72,190917,190917/FC405_03_ab_UMI_S72_L001_R1_001.fastq.gz,,,4.03847575,NA,NA,NA,NA,NA,3.03061327,0.00798193,3.8009147,0.00981393,0.05138289,0.07552495,0.02658165
FC405_n03_dt,PK15,L5,m,NA,NA,thorax,16,32,high,3,A,9,A9,144.8,2.21,FC405_03_dt_UMI_S64,FC405_03_dt_UMI_S64,190917,190917/FC405_03_dt_UMI_S64_L001_R1_001.fastq.gz,,,4.03847575,NA,NA,NA,NA,NA,3.03061327,0.00798193,3.8009147,0.00981393,0.05138289,0.07552495,0.02658165
FC406_n02_ab,PK15,L5,m,NA,NA,abdomen,25,40,high,3,A,8,A8,52.5,2.29,FC406_02_ab_UMI_S57,FC406_02_ab_UMI_S57,190917,190917/FC406_02_ab_UMI_S57_L001_R1_001.fastq.gz,,,3.82164453,NA,NA,NA,NA,NA,3.16598422,-0.0200703,3.83707655,-0.0339058,0.01812624,0.02527447,0.01801746
FC406_n02_dt,PK15,L5,m,NA,NA,thorax,25,40,high,3,A,7,A7,90,2.16,FC406_02_dt_UMI_S49,FC406_02_dt_UMI_S49,190917,190917/FC406_02_dt_UMI_S49_L001_R1_001.fastq.gz,,,3.82164453,NA,NA,NA,NA,NA,3.16598422,-0.0200703,3.83707655,-0.0339058,0.01812624,0.02527447,0.01801746
FC406_n03_dt,PK15,adult,f,SW,SWf,thorax,25,40,high,3,G,9,G9,207.5,2.19,FC406_03_dt_UMI_S70,FC406_03_dt_UMI_S70,190917,190917/FC406_03_dt_UMI_S70_L001_R1_001.fastq.gz,,,4.54550528,9.06143401,0.14895077,-0.0566026,-0.0311275,0.05220289,4.14017912,-0.0131417,NA,NA,NA,NA,NA
FC406_n03_ov,PK15,adult,f,SW,SWf,gonad,25,40,high,3,G,10,G10,198.3,2.13,FC406_03_ov_UMI_S78,FC406_03_ov_UMI_S78,190917,190917/FC406_03_ov_UMI_S78_L001_R1_001.fastq.gz,,,4.54550528,9.06143401,0.14895077,-0.0566026,-0.0311275,0.05220289,4.14017912,-0.0131417,NA,NA,NA,NA,NA
FC407_n05_dt,KL15,adult,f,SW,SWf,thorax,19,30,high,3,G,11,G11,904.2,2.2,FC407_05_dt_UMI_S86,FC407_05_dt_UMI_S86,190917,190917/FC407_05_dt_UMI_S86_L001_R1_001.fastq.gz,,,5.20677529,11.4593092,0.00335674,-0.1719553,0.1669504,0.04718959,4.77790021,-0.0187563,NA,NA,NA,NA,NA
FC407_n05_ov,KL15,adult,f,SW,SWf,gonad,19,30,high,3,G,12,G12,438.1,2.13,FC407_05_ov_UMI_S94,FC407_05_ov_UMI_S94,190917,190917/FC407_05_ov_UMI_S94_L001_R1_001.fastq.gz,,,5.20677529,11.4593092,0.00335674,-0.1719553,0.1669504,0.04718959,4.77790021,-0.0187563,NA,NA,NA,NA,NA
FC407_n07_dt,KL15,adult,f,SW,SWf,thorax,19,30,high,3,H,1,H1,212.1,2.15,FC407_07_dt_UMI_S8,FC407_07_dt_UMI_S8,190917,190917/FC407_07_dt_UMI_S8_L001_R1_001.fastq.gz,,,5.44176709,12.3379745,-0.0207431,-0.0066572,-0.00602,0.00604306,4.60528291,0.00341057,NA,NA,NA,NA,NA
FC407_n07_te,KL15,adult,f,SW,SWf,gonad,19,30,high,3,H,2,H2,41.8,2.13,FC407_07_te_UMI_S16,FC407_07_te_UMI_S16,190917,190917/FC407_07_te_UMI_S16_L001_R1_001.fastq.gz,,,5.44176709,12.3379745,-0.0207431,-0.0066572,-0.00602,0.00604306,4.60528291,0.00341057,NA,NA,NA,NA,NA
FC407_n16_dt,KL15,adult,m,LW,LWm,thorax,19,30,high,3,H,3,H3,449.3,2.13,FC407_16_dt_UMI_S24,FC407_16_dt_UMI_S24,190917,190917/FC407_16_dt_UMI_S24_L001_R1_001.fastq.gz,,,NA,12.9682169,-0.1590703,0.00014522,0.00567875,-0.0130319,3.97444177,-0.035604,NA,NA,NA,NA,NA
FC407_n16_te,KL15,adult,m,LW,LWm,gonad,19,30,high,3,H,4,H4,75.7,2.22,FC407_16_te_UMI_S32,FC407_16_te_UMI_S32,190917,190917/FC407_16_te_UMI_S32_L001_R1_001.fastq.gz,,,NA,12.9682169,-0.1590703,0.00014522,0.00567875,-0.0130319,3.97444177,-0.035604,NA,NA,NA,NA,NA
FC408_n01_ab,PK15,L5,m,NA,NA,abdomen,26,10,low,3,A,6,A6,435.5,2.2,FC408_01_ab_UMI_S41,FC408_01_ab_UMI_S41,190917,190917/FC408_01_ab_UMI_S41_L001_R1_001.fastq.gz,,,3.49459915,NA,NA,NA,NA,NA,2.92079944,-0.0131916,3.62077606,-0.0818962,-0.0224638,0.02890596,0.00215535
FC408_n01_dt,PK15,L5,m,NA,NA,thorax,26,10,low,3,A,5,A5,204.7,1.98,FC408_01_dt_UMI_S33,FC408_01_dt_UMI_S33,190917,190917/FC408_01_dt_UMI_S33_L001_R1_001.fastq.gz,,,3.49459915,NA,NA,NA,NA,NA,2.92079944,-0.0131916,3.62077606,-0.0818962,-0.0224638,0.02890596,0.00215535
FC408_n02_ab,PK15,L5,m,NA,NA,abdomen,26,10,low,3,A,4,A4,355.9,2.17,FC408_02_ab_UMI_S25,FC408_02_ab_UMI_S25,190917,190917/FC408_02_ab_UMI_S25_L001_R1_001.fastq.gz,,,3.48407596,NA,NA,NA,NA,NA,2.86899726,-0.0141446,3.54368982,0.00554085,-0.016095,-0.0003895,0.01252317
FC408_n02_dt,PK15,L5,m,NA,NA,thorax,26,10,low,3,A,3,A3,326.1,2.15,FC408_02_dt_UMI_S17,FC408_02_dt_UMI_S17,190917,190917/FC408_02_dt_UMI_S17_L001_R1_001.fastq.gz,,,3.48407596,NA,NA,NA,NA,NA,2.86899726,-0.0141446,3.54368982,0.00554085,-0.016095,-0.0003895,0.01252317
FC408_n03_ab,PK15,L5,m,NA,NA,abdomen,26,10,low,3,A,2,A2,350.5,2.17,FC408_03_ab_UMI_S9,FC408_03_ab_UMI_S9,190917,190917/FC408_03_ab_UMI_S9_L001_R1_001.fastq.gz,,,3.68945988,NA,NA,NA,NA,NA,3.06208703,-0.0334057,3.72356778,0.04612171,0.00703468,0.0130241,0.01548685
FC408_n03_dt,PK15,L5,m,NA,NA,thorax,26,10,low,3,A,1,A1,315.7,2.17,FC408_03_dt_UMI_S1,FC408_03_dt_UMI_S1,190917,190917/FC408_03_dt_UMI_S1_L001_R1_001.fastq.gz,,,3.68945988,NA,NA,NA,NA,NA,3.06208703,-0.0334057,3.72356778,0.04612171,0.00703468,0.0130241,0.01548685
FC411_n10_dt,KL15,adult,m,SW,SWm,thorax,18,30,high,3,H,5,H5,360.4,2.15,FC411_10_dt_UMI_S40,FC411_10_dt_UMI_S40,190917,190917/FC411_10_dt_UMI_S40_L001_R1_001.fastq.gz,,,3.96382372,8.1152538,0.15895894,0.05881935,0.04159942,-0.021183,3.81326623,-0.0213922,NA,NA,NA,NA,NA
FC411_n10_te,KL15,adult,m,SW,SWm,gonad,18,30,high,3,H,6,H6,102.8,2.18,FC411_10_te_UMI_S48,FC411_10_te_UMI_S48,190917,190917/FC411_10_te_UMI_S48_L001_R1_001.fastq.gz,,,3.96382372,8.1152538,0.15895894,0.05881935,0.04159942,-0.021183,3.81326623,-0.0213922,NA,NA,NA,NA,NA
FC412_n01_dt,PK13,adult,m,LW,LWm,thorax,34,15,low,3,H,7,H7,197.6,2.18,FC412_01_dt_UMI_S56,FC412_01_dt_UMI_S56,190917,190917/FC412_01_dt_UMI_S56_L001_R1_001.fastq.gz,,,3.63431932,11.7918344,-0.1388402,0.01426988,-0.0310409,-0.0035662,3.87303663,0.00690045,NA,NA,NA,NA,NA
FC412_n01_te,PK13,adult,m,LW,LWm,gonad,34,15,low,3,H,8,H8,75.4,2.21,FC412_01_te_UMI_S63,FC412_01_te_UMI_S63,190917,190917/FC412_01_te_UMI_S63_L001_R1_001.fastq.gz,,,3.63431932,11.7918344,-0.1388402,0.01426988,-0.0310409,-0.0035662,3.87303663,0.00690045,NA,NA,NA,NA,NA
FC417_n13_dt,PK13,adult,f,LW,LWf,thorax,28,40,high,3,H,9,H9,113.6,2.2,FC417_13_dt_UMI_S71,FC417_13_dt_UMI_S71,190917,190917/FC417_13_dt_UMI_S71_L001_R1_001.fastq.gz,,,5.22917738,14.748165,-0.1241399,0.01313262,-0.0201358,0.00071162,4.99004998,-0.0068722,NA,NA,NA,NA,NA
FC417_n13_ov,PK13,adult,f,LW,LWf,gonad,28,40,high,3,H,10,H10,34.8,2.18,FC417_13_ov_UMI_S79,FC417_13_ov_UMI_S79,190917,190917/FC417_13_ov_UMI_S79_L001_R1_001.fastq.gz,,,5.22917738,14.748165,-0.1241399,0.01313262,-0.0201358,0.00071162,4.99004998,-0.0068722,NA,NA,NA,NA,NA
FC420_n02_dt,AC15,adult,m,LW,LWm,thorax,20,35,high,3,H,11,H11,256.2,2.19,FC420_02_dt_UMI_S87,FC420_02_dt_UMI_S87,190917,190917/FC420_02_dt_UMI_S87_L001_R1_001.fastq.gz,,,NA,12.53885,-0.1546151,-0.0195648,-0.0070179,-0.0261993,3.82443762,-0.0528963,NA,NA,NA,NA,NA
FC420_n02_te,AC15,adult,m,LW,LWm,gonad,20,35,high,3,H,12,H12,5,2.17,FC420_02_te_UMI_S95,FC420_02_te_UMI_S95,190917,190917/FC420_02_te_UMI_S95_L001_R1_001.fastq.gz,,,NA,12.53885,-0.1546151,-0.0195648,-0.0070179,-0.0261993,3.82443762,-0.0528963,NA,NA,NA,NA,NA
FC388_n02_dt,AC15,L5,f,NA,NA,thorax,10,15,high,2,G,1,G1,87.3,2.14,S53,G1_S53,180824,180824/G1_S53_L002_R1_001.fastq.gz,,,3.23567957,NA,NA,NA,NA,NA,2.94313111,0.02707447,3.7597121,0.01673831,-0.0467588,-0.0370428,-0.0348612
FC391_n01_ov,AC15,adult,f,SW,SWf,gonad,26,14,low,2,G,10,G10,186.05,2.11,S125,G10_S125,180824,180824/G10_S125_L002_R1_001.fastq.gz,,,5.1009623,10.8138429,0.03502535,-0.0668841,0.02358616,0.00742706,4.4207395,0.01640576,NA,NA,NA,NA,NA
FC350_n02_dt,KL15,adult,m,LW,LWm,thorax,30,15,low,2,G,11,G11,312.6,2.2,S133,G11_S133,180824,180824/G11_S133_L002_R1_001.fastq.gz,,,NA,12.036144,-1.32E-01,0.03153245,-0.0045577,-0.0017288,3.65519429,-0.0144141,NA,NA,NA,NA,NA
FC350_n02_te,KL15,adult,m,LW,LWm,gonad,30,15,low,2,G,12,G12,69.3,2.26,S141,G12_S141,180824,180824/G12_S141_L002_R1_001.fastq.gz,,,NA,12.036144,-1.32E-01,0.03153245,-0.0045577,-0.0017288,3.65519429,-0.0144141,NA,NA,NA,NA,NA
FC388_n02_ab,AC15,L5,f,NA,NA,abdomen,10,15,high,2,G,2,G2,763.96,2.18,S61,G2_S61,180824,180824/G2_S61_L002_R1_001.fastq.gz,,,3.23567957,NA,NA,NA,NA,NA,2.94313111,0.02707447,3.7597121,0.01673831,-0.0467588,-0.0370428,-0.0348612
FC388_n03_dt,AC15,L5,m,NA,NA,thorax,10,15,high,2,G,3,G3,64.35,2.14,S69,G3_S69,180824,180824/G3_S69_L002_R1_001.fastq.gz,,,3.04247188,NA,NA,NA,NA,NA,NA,NA,3.12636736,0.01899414,-0.0431756,0.00172036,-0.0309149
FC388_n03_ab,AC15,L5,m,NA,NA,abdomen,10,15,high,2,G,4,G4,531.22,2.18,S77,G4_S77,180824,180824/G4_S77_L002_R1_001.fastq.gz,,,3.04247188,NA,NA,NA,NA,NA,NA,NA,3.12636736,0.01899414,-0.0431756,0.00172036,-0.0309149
FC356_n04_ov,AC15,adult,f,SW,SWf,gonad,20,10,low,2,G,5,G5,58.7,2.29,S85,G5_S85,180824,180824/G5_S85_L002_R1_001.fastq.gz,,,4.51962004,9.09923081,0.08407437,0.02378359,0.05949843,0.01952544,3.99701454,0.03348946,NA,NA,NA,NA,NA
FC388_n04_dt,AC15,L5,m,NA,NA,thorax,10,15,high,2,G,6,G6,358.12,2.15,S93,G6_S93,180824,180824/G6_S93_L002_R1_001.fastq.gz,,,3.14831996,NA,NA,NA,NA,NA,2.85102319,0.00957637,3.49210489,-0.0016405,-0.0342987,-0.0019827,0.00605488
FC388_n05_dt,AC15,L5,f,NA,NA,thorax,10,15,high,2,G,7,G7,233.85,2.18,S101,G7_S101,180824,180824/G7_S101_L002_R1_001.fastq.gz,,,3.56490534,NA,NA,NA,NA,NA,3.12524947,-0.0210379,3.65167457,0.05109214,0.02450017,-0.0025071,-0.0303566
FC388_n05_ab,AC15,L5,f,NA,NA,abdomen,10,15,high,2,G,8,G8,898.09,2.27,S109,G8_S109,180824,180824/G8_S109_L002_R1_001.fastq.gz,,,3.56490534,NA,NA,NA,NA,NA,3.12524947,-0.0210379,3.65167457,0.05109214,0.02450017,-0.0025071,-0.0303566
FC391_n01_dt,AC15,adult,f,SW,SWf,thorax,26,14,low,2,G,9,G9,956.75,2.18,S117,G9_S117,180824,180824/G9_S117_L002_R1_001.fastq.gz,,,5.1009623,10.8138429,0.03502535,-0.0668841,0.02358616,0.00742706,4.4207395,0.01640576,NA,NA,NA,NA,NA
FC351_n04_dt,KL15,adult,m,SW,SWm,thorax,16,8,low,2,H,1,H1,193.4,2.22,S54,H1_S54,180824,180824/H1_S54_L002_R1_001.fastq.gz,,,3.18123704,7.50627793,1.50E-01,0.01467854,-0.0537952,-0.0066866,3.3238797,-0.0216268,NA,NA,NA,NA,NA
FC373_n04_te,KL15,adult,m,SW,SWm,gonad,20,10,low,2,H,10,H10,69.1,2.29,S126,H10_S126,180824,180824/H10_S126_L002_R1_001.fastq.gz,,,3.89709849,7.91033166,0.15571137,0.05112272,0.04324685,-0.0208614,3.74177119,0.03023492,NA,NA,NA,NA,NA
FC377_n02_dt,AC15,adult,m,SW,SWm,thorax,20,20,low,2,H,11,H11,260.7,2.21,S134,H11_S134,180824,180824/H11_S134_L002_R1_001.fastq.gz,,,3.60185919,7.24808047,0.09368319,-0.0275397,0.05822158,-0.0138245,3.37881762,-0.0094492,NA,NA,NA,NA,NA
FC377_n02_te,AC15,adult,m,SW,SWm,gonad,20,20,low,2,H,12,H12,61.3,2.36,S142,H12_S142,180824,180824/H12_S142_L002_R1_001.fastq.gz,,,3.60185919,7.24808047,0.09368319,-0.0275397,0.05822158,-0.0138245,3.37881762,-0.0094492,NA,NA,NA,NA,NA
FC351_n04_te,KL15,adult,m,SW,SWm,gonad,16,8,low,2,H,2,H2,70.8,2.22,S62,H2_S62,180824,180824/H2_S62_L002_R1_001.fastq.gz,,,3.18123704,7.50627793,1.50E-01,0.01467854,-0.0537952,-0.0066866,3.3238797,-0.0216268,NA,NA,NA,NA,NA
FC353_n01_dt,AC15,adult,m,LW,LWm,thorax,13,20,high,2,H,3,H3,236.5,2.2,S70,H3_S70,180824,180824/H3_S70_L002_R1_001.fastq.gz,,,3.51221806,9.98155824,-0.0580756,-0.0353128,0.02509338,-0.0203654,3.66775269,-0.0186484,NA,NA,NA,NA,NA
FC353_n01_te,AC15,adult,m,LW,LWm,gonad,13,20,high,2,H,4,H4,76.7,2.26,S78,H4_S78,180824,180824/H4_S78_L002_R1_001.fastq.gz,,,3.51221806,9.98155824,-0.0580756,-0.0353128,0.02509338,-0.0203654,3.66775269,-0.0186484,NA,NA,NA,NA,NA
FC356_n04_dt,AC15,adult,f,SW,SWf,thorax,20,10,low,2,H,5,H5,37.4,2.29,S86,H5_S86,180824,180824/H5_S86_L002_R1_001.fastq.gz,,,4.51962004,9.09923081,0.08407437,0.02378359,0.05949843,0.01952544,3.99701454,0.03348946,NA,NA,NA,NA,NA
FC388_n04_ab,AC15,L5,m,NA,NA,abdomen,10,15,high,2,H,6,H6,536.39,2.18,S94,H6_S94,180824,180824/H6_S94_L002_R1_001.fastq.gz,,,3.14831996,NA,NA,NA,NA,NA,2.85102319,0.00957637,3.49210489,-0.0016405,-0.0342987,-0.0019827,0.00605488
FC381_n02_dt,KL15,L5,m,NA,NA,thorax,16,4,low,2,H,7,H7,389.3,2.16,S102,H7_S102,180824,180824/H7_S102_L002_R1_001.fastq.gz,,Sex is ambigous in picture,4.0317203,NA,NA,NA,NA,NA,3.47104404,0.00374888,4.07860614,0.07760555,3.75E-02,-0.0103256,-0.0038686
FC381_n02_ab,KL15,L5,m,NA,NA,abdomen,16,4,low,2,H,8,H8,351.9,2.24,S110,H8_S110,180824,180824/H8_S110_L002_R1_001.fastq.gz,,Sex is ambigous in picture,4.0317203,NA,NA,NA,NA,NA,3.47104404,0.00374888,4.07860614,0.07760555,3.75E-02,-0.0103256,-0.0038686
FC373_n04_dt,KL15,adult,m,SW,SWm,thorax,20,10,low,2,H,9,H9,244.8,2.18,S118,H9_S118,180824,180824/H9_S118_L002_R1_001.fastq.gz,,,3.89709849,7.91033166,0.15571137,0.05112272,0.04324685,-0.0208614,3.74177119,0.03023492,NA,NA,NA,NA,NA
